H3,DATA_DT,TURNO,RISCO,PRED,ERRO
88a8100c37fffff,2026-03-28 18:10:28.943943,2,15.0,15.0,0.0
88a8100c37fffff,2026-01-01 19:40:28.943943,3,15.0,15.0,0.0
88a8100c37fffff,2026-01-01 21:40:28.943943,3,15.0,15.0,0.0
88a8100c37fffff,2026-01-01 22:10:28.943943,3,15.0,15.0,0.0
88a8100c37fffff,2026-01-11 22:40:28.943943,3,15.0,15.0,0.0
88a8100c37fffff,2026-01-26 19:40:28.943943,3,15.0,15.01,0.010000229
88a8100c37fffff,2026-01-27 23:10:28.943943,3,15.0,15.0,0.0
88a8100c37fffff,2026-02-04 19:40:28.943943,3,15.0,15.0,0.0
88a8100c37fffff,2026-02-22 19:40:28.943943,3,15.0,15.0,0.0
88a8100c37fffff,2026-02-24 23:10:28.943943,3,15.0,15.0,0.0
88a8100c37fffff,2026-03-05 22:10:28.943943,3,60.0,60.71,0.7099991
88a8100c37fffff,2026-03-15 22:40:28.943943,3,15.0,15.01,0.010000229
88a8100c37fffff,2026-03-16 19:40:28.943943,3,15.0,15.01,0.010000229
88a8100c37fffff,2026-03-16 22:10:28.943943,3,15.0,15.01,0.010000229
88a8100c37fffff,2026-03-25 19:40:28.943943,3,15.0,15.0,0.0
88a8100c37fffff,2026-04-01 19:40:28.943943,3,15.0,15.0,0.0
88a8100c37fffff,2026-04-02 23:10:28.943943,3,15.0,15.0,0.0
88a8100c39fffff,2025-12-31 01:40:28.943943,0,15.0,15.01,0.010000229
88a8100c39fffff,2025-12-31 03:10:28.943943,0,15.0,14.98,0.020000458
88a8100c39fffff,2026-01-11 00:10:28.943943,0,15.0,15.01,0.010000229
88a8100c39fffff,2026-01-15 06:10:28.943943,0,15.0,14.98,0.020000458
88a8100c39fffff,2026-01-16 03:10:28.943943,0,15.0,15.02,0.020000458
88a8100c39fffff,2026-01-19 04:10:28.943943,0,15.0,14.98,0.020000458
88a8100c39fffff,2026-01-27 01:10:28.943943,0,15.0,15.08,0.07999992
88a8100c39fffff,2026-02-05 04:40:28.943943,0,60.0,54.99,5.0099983
88a8100c39fffff,2026-02-09 00:10:28.943943,0,15.0,14.98,0.020000458
88a8100c39fffff,2026-02-09 06:10:28.943943,0,15.0,14.98,0.020000458
88a8100c39fffff,2026-02-12 03:10:28.943943,0,15.0,15.0,0.0
88a8100c39fffff,2026-02-20 02:10:28.943943,0,60.0,54.91,5.09
88a8100c39fffff,2026-02-22 02:40:28.943943,0,15.0,15.02,0.020000458
88a8100c39fffff,2026-03-01 04:10:28.943943,0,15.0,14.98,0.020000458
88a8100c39fffff,2026-03-02 06:10:28.943943,0,15.0,15.0,0.0
88a8100c39fffff,2026-03-04 02:10:28.943943,0,15.0,14.98,0.020000458
88a8100c39fffff,2026-03-05 00:10:28.943943,0,60.0,54.04,5.959999
88a8100c39fffff,2026-03-07 01:10:28.943943,0,60.0,52.43,7.5699997
88a8100c39fffff,2026-03-12 06:40:28.943943,0,15.0,14.98,0.020000458
88a8100c39fffff,2026-01-03 09:10:28.943943,1,15.0,15.0,0.0
88a8100c39fffff,2026-01-05 08:10:28.943943,1,15.0,14.9,0.10000038
88a8100c39fffff,2026-01-27 11:40:28.943943,1,15.0,15.0,0.0
88a8100c39fffff,2026-01-30 10:40:28.943943,1,15.0,15.0,0.0
88a8100c39fffff,2026-01-31 12:40:28.943943,1,15.0,15.0,0.0
88a8100c39fffff,2026-02-11 07:40:28.943943,1,15.0,15.0,0.0
88a8100c39fffff,2026-02-15 12:40:28.943943,1,15.0,15.0,0.0
88a8100c39fffff,2026-02-18 07:10:28.943943,1,15.0,15.0,0.0
88a8100c39fffff,2026-02-18 11:10:28.943943,1,15.0,15.0,0.0
88a8100c39fffff,2026-03-01 09:10:28.943943,1,15.0,15.0,0.0
88a8100c39fffff,2026-03-06 07:40:28.943943,1,15.0,15.04,0.03999996
88a8100c39fffff,2026-03-12 07:10:28.943943,1,15.0,15.0,0.0
88a8100c39fffff,2026-03-12 11:40:28.943943,1,15.0,15.0,0.0
88a8100c39fffff,2026-03-17 09:40:28.943943,1,15.0,15.0,0.0
88a8100c39fffff,2026-04-01 07:10:28.943943,1,15.0,15.0,0.0
88a8100c39fffff,2025-12-23 18:10:28.943943,2,15.0,15.0,0.0
88a8100c39fffff,2025-12-24 14:10:28.943943,2,15.0,15.0,0.0
88a8100c39fffff,2025-12-27 14:10:28.943943,2,15.0,15.0,0.0
88a8100c39fffff,2026-01-01 13:10:28.943943,2,15.0,15.01,0.010000229
88a8100c39fffff,2026-01-05 16:40:28.943943,2,15.0,14.96,0.03999996
88a8100c39fffff,2026-01-06 18:40:28.943943,2,15.0,14.77,0.22999954
88a8100c39fffff,2026-01-13 16:10:28.943943,2,15.0,15.0,0.0
88a8100c39fffff,2026-01-27 15:10:28.943943,2,15.0,15.0,0.0
88a8100c39fffff,2026-02-02 18:10:28.943943,2,15.0,15.0,0.0
88a8100c39fffff,2026-02-12 14:40:28.943943,2,15.0,15.0,0.0
88a8100c39fffff,2026-02-27 18:40:28.943943,2,15.0,15.0,0.0
88a8100c39fffff,2026-03-12 18:10:28.943943,2,15.0,15.0,0.0
88a8100c39fffff,2026-03-13 17:40:28.943943,2,15.0,15.0,0.0
88a8100c39fffff,2026-03-24 16:40:28.943943,2,15.0,15.0,0.0
88a8100c39fffff,2026-03-30 16:40:28.943943,2,15.0,14.99,0.010000229
88a8100c39fffff,2025-12-23 21:10:28.943943,3,15.0,15.0,0.0
88a8100c39fffff,2025-12-29 20:10:28.943943,3,15.0,15.0,0.0
88a8100c39fffff,2026-01-08 21:40:28.943943,3,15.0,15.0,0.0
88a8100c39fffff,2026-01-18 19:10:28.943943,3,15.0,15.0,0.0
88a8100c39fffff,2026-01-28 20:40:28.943943,3,15.0,15.0,0.0
88a8100c39fffff,2026-01-31 22:40:28.943943,3,15.0,15.0,0.0
88a8100c39fffff,2026-02-14 23:40:28.943943,3,15.0,15.0,0.0
88a8100c39fffff,2026-02-21 21:40:28.943943,3,60.0,60.21,0.20999908
88a8100c39fffff,2026-02-26 21:40:28.943943,3,15.0,15.0,0.0
88a8100c39fffff,2026-03-01 20:40:28.943943,3,15.0,15.0,0.0
88a8100c39fffff,2026-03-13 21:40:28.943943,3,15.0,15.01,0.010000229
88a8100c39fffff,2026-03-14 20:40:28.943943,3,15.0,15.0,0.0
88a8100c39fffff,2026-03-25 21:10:28.943943,3,15.0,15.0,0.0
88a8100c39fffff,2026-03-25 22:40:28.943943,3,15.0,14.99,0.010000229
88a8100c3bfffff,2025-12-24 03:40:28.943943,0,15.0,14.99,0.010000229
88a8100c3bfffff,2025-12-30 03:10:28.943943,0,15.0,15.0,0.0
88a8100c3bfffff,2025-12-31 02:40:28.943943,0,15.0,15.0,0.0
88a8100c3bfffff,2026-01-04 03:10:28.943943,0,15.0,14.98,0.020000458
88a8100c3bfffff,2026-01-05 06:10:28.943943,0,15.0,19.95,4.950001
88a8100c3bfffff,2026-01-06 06:40:28.943943,0,15.0,24.06,9.059999
88a8100c3bfffff,2026-01-10 06:10:28.943943,0,15.0,14.98,0.020000458
88a8100c3bfffff,2026-01-10 06:40:28.943943,0,15.0,14.99,0.010000229
88a8100c3bfffff,2026-01-13 02:10:28.943943,0,15.0,15.0,0.0
88a8100c3bfffff,2026-01-17 03:40:28.943943,0,15.0,14.86,0.14000034
88a8100c3bfffff,2026-01-17 06:40:28.943943,0,15.0,14.99,0.010000229
88a8100c3bfffff,2026-01-19 04:40:28.943943,0,15.0,14.99,0.010000229
88a8100c3bfffff,2026-01-19 06:10:28.943943,0,15.0,15.0,0.0
88a8100c3bfffff,2026-01-25 02:40:28.943943,0,15.0,15.0,0.0
88a8100c3bfffff,2026-01-25 04:40:28.943943,0,15.0,15.0,0.0
88a8100c3bfffff,2026-02-04 03:10:28.943943,0,15.0,15.0,0.0
88a8100c3bfffff,2026-02-07 06:10:28.943943,0,15.0,45.02,30.02
88a8100c3bfffff,2026-02-11 02:10:28.943943,0,15.0,14.99,0.010000229
88a8100c3bfffff,2026-02-14 00:40:28.943943,0,15.0,14.99,0.010000229
88a8100c3bfffff,2026-02-14 04:10:28.943943,0,15.0,14.99,0.010000229
88a8100c3bfffff,2026-02-19 04:10:28.943943,0,15.0,14.99,0.010000229
88a8100c3bfffff,2026-03-09 06:40:28.943943,0,15.0,15.0,0.0
88a8100c3bfffff,2026-03-10 05:10:28.943943,0,15.0,14.98,0.020000458
88a8100c3bfffff,2026-03-14 04:40:28.943943,0,15.0,14.99,0.010000229
88a8100c3bfffff,2026-03-18 01:10:28.943943,0,15.0,14.99,0.010000229
88a8100c3bfffff,2026-03-21 01:40:28.943943,0,60.0,52.78,7.220001
88a8100c3bfffff,2026-03-30 02:10:28.943943,0,15.0,14.99,0.010000229
88a8100c3bfffff,2026-04-01 01:40:28.943943,0,15.0,14.98,0.020000458
88a8100c3bfffff,2025-12-29 08:10:28.943943,1,15.0,15.0,0.0
88a8100c3bfffff,2026-01-09 12:10:28.943943,1,15.0,15.0,0.0
88a8100c3bfffff,2026-01-24 11:10:28.943943,1,15.0,15.0,0.0
88a8100c3bfffff,2026-01-30 07:10:28.943943,1,15.0,15.01,0.010000229
88a8100c3bfffff,2026-02-13 09:40:28.943943,1,15.0,15.01,0.010000229
88a8100c3bfffff,2026-02-19 07:40:28.943943,1,15.0,15.0,0.0
88a8100c3bfffff,2026-03-16 09:10:28.943943,1,15.0,15.0,0.0
88a8100c3bfffff,2026-03-19 10:10:28.943943,1,15.0,15.0,0.0
88a8100c3bfffff,2026-03-29 10:40:28.943943,1,15.0,15.01,0.010000229
88a8100c3bfffff,2026-04-06 09:40:28.943943,1,15.0,14.92,0.07999992
88a8100c3bfffff,2025-12-24 17:10:28.943943,2,15.0,15.0,0.0
88a8100c3bfffff,2026-01-07 16:40:28.943943,2,15.0,15.08,0.07999992
88a8100c3bfffff,2026-01-15 14:40:28.943943,2,15.0,15.0,0.0
88a8100c3bfffff,2026-01-20 18:10:28.943943,2,15.0,14.9,0.10000038
88a8100c3bfffff,2026-01-21 17:40:28.943943,2,15.0,15.16,0.15999985
88a8100c3bfffff,2026-01-30 17:40:28.943943,2,15.0,15.0,0.0
88a8100c3bfffff,2026-02-01 14:40:28.943943,2,15.0,15.0,0.0
88a8100c3bfffff,2026-02-02 13:40:28.943943,2,15.0,15.0,0.0
88a8100c3bfffff,2026-02-06 17:40:28.943943,2,15.0,15.18,0.1800003
88a8100c3bfffff,2026-02-14 13:10:28.943943,2,15.0,15.0,0.0
88a8100c3bfffff,2026-03-03 18:40:28.943943,2,15.0,15.0,0.0
88a8100c3bfffff,2026-03-04 17:10:28.943943,2,15.0,15.0,0.0
88a8100c3bfffff,2026-03-14 15:40:28.943943,2,15.0,15.0,0.0
88a8100c3bfffff,2026-03-28 13:10:28.943943,2,15.0,15.0,0.0
88a8100c3bfffff,2026-04-02 14:40:28.943943,2,15.0,15.0,0.0
88a8100c3bfffff,2026-04-03 16:40:28.943943,2,15.0,15.0,0.0
88a8100c3bfffff,2026-04-04 15:10:28.943943,2,15.0,15.0,0.0
88a8100c3bfffff,2026-01-28 22:10:28.943943,3,15.0,15.01,0.010000229
88a8100c3bfffff,2026-02-03 22:10:28.943943,3,15.0,15.0,0.0
88a8100c3bfffff,2026-02-07 19:10:28.943943,3,60.0,60.35,0.34999847
88a8100c3bfffff,2026-02-25 23:40:28.943943,3,15.0,15.0,0.0
88a8100c3bfffff,2026-03-08 20:40:28.943943,3,15.0,15.0,0.0
88a8100c3bfffff,2026-03-21 20:40:28.943943,3,60.0,59.67,0.33000183
88a8100c3bfffff,2026-03-21 21:40:28.943943,3,60.0,59.81,0.18999863
88a8100c3bfffff,2026-03-24 22:10:28.943943,3,15.0,15.0,0.0
88a8100c3bfffff,2026-04-01 20:40:28.943943,3,15.0,15.01,0.010000229
88a8100c3bfffff,2026-04-03 21:10:28.943943,3,15.0,14.99,0.010000229
88a8100c3dfffff,2025-12-24 01:40:28.943943,0,15.0,14.98,0.020000458
88a8100c3dfffff,2025-12-24 06:40:28.943943,0,15.0,15.06,0.06000042
88a8100c3dfffff,2026-01-05 00:40:28.943943,0,60.0,55.96,4.040001
88a8100c3dfffff,2026-01-12 00:10:28.943943,0,15.0,15.0,0.0
88a8100c3dfffff,2026-01-21 04:10:28.943943,0,60.0,55.47,4.529999
88a8100c3dfffff,2026-02-03 05:40:28.943943,0,15.0,15.01,0.010000229
88a8100c3dfffff,2026-02-04 00:40:28.943943,0,15.0,14.98,0.020000458
88a8100c3dfffff,2026-02-17 05:10:28.943943,0,15.0,15.07,0.069999695
88a8100c3dfffff,2026-02-20 05:10:28.943943,0,60.0,55.65,4.3499985
88a8100c3dfffff,2026-02-25 02:10:28.943943,0,15.0,14.98,0.020000458
88a8100c3dfffff,2026-03-01 06:40:28.943943,0,15.0,15.01,0.010000229
88a8100c3dfffff,2026-03-02 01:10:28.943943,0,15.0,14.97,0.029999733
88a8100c3dfffff,2026-03-11 02:40:28.943943,0,15.0,14.98,0.020000458
88a8100c3dfffff,2026-03-14 01:40:28.943943,0,15.0,15.01,0.010000229
88a8100c3dfffff,2026-03-25 03:10:28.943943,0,15.0,14.98,0.020000458
88a8100c3dfffff,2026-03-25 06:40:28.943943,0,15.0,14.98,0.020000458
88a8100c3dfffff,2026-03-26 01:40:28.943943,0,15.0,14.98,0.020000458
88a8100c3dfffff,2026-03-26 05:10:28.943943,0,15.0,15.04,0.03999996
88a8100c3dfffff,2026-04-02 06:40:28.943943,0,15.0,15.08,0.07999992
88a8100c3dfffff,2025-12-28 11:10:28.943943,1,15.0,15.0,0.0
88a8100c3dfffff,2026-01-01 11:40:28.943943,1,15.0,15.0,0.0
88a8100c3dfffff,2026-01-04 11:40:28.943943,1,15.0,15.01,0.010000229
88a8100c3dfffff,2026-01-26 11:10:28.943943,1,15.0,14.99,0.010000229
88a8100c3dfffff,2026-02-05 09:40:28.943943,1,15.0,13.94,1.0600004
88a8100c3dfffff,2026-02-17 10:10:28.943943,1,15.0,15.0,0.0
88a8100c3dfffff,2026-03-04 10:10:28.943943,1,15.0,15.0,0.0
88a8100c3dfffff,2026-03-12 09:40:28.943943,1,15.0,15.0,0.0
88a8100c3dfffff,2026-03-13 11:40:28.943943,1,15.0,15.0,0.0
88a8100c3dfffff,2026-03-15 09:10:28.943943,1,15.0,15.0,0.0
88a8100c3dfffff,2026-03-15 12:40:28.943943,1,15.0,15.0,0.0
88a8100c3dfffff,2026-03-23 07:10:28.943943,1,15.0,14.99,0.010000229
88a8100c3dfffff,2026-03-29 12:10:28.943943,1,15.0,14.82,0.1800003
88a8100c3dfffff,2026-03-31 08:10:28.943943,1,15.0,14.82,0.1800003
88a8100c3dfffff,2026-01-08 17:40:28.943943,2,15.0,15.0,0.0
88a8100c3dfffff,2026-01-09 13:10:28.943943,2,15.0,15.0,0.0
88a8100c3dfffff,2026-01-20 16:10:28.943943,2,15.0,14.93,0.069999695
88a8100c3dfffff,2026-01-27 13:10:28.943943,2,15.0,15.0,0.0
88a8100c3dfffff,2026-02-01 14:10:28.943943,2,15.0,14.99,0.010000229
88a8100c3dfffff,2026-02-12 18:10:28.943943,2,15.0,15.0,0.0
88a8100c3dfffff,2026-02-22 16:40:28.943943,2,15.0,15.0,0.0
88a8100c3dfffff,2026-02-25 15:10:28.943943,2,15.0,15.0,0.0
88a8100c3dfffff,2026-02-25 17:10:28.943943,2,15.0,15.0,0.0
88a8100c3dfffff,2026-03-07 13:10:28.943943,2,15.0,15.01,0.010000229
88a8100c3dfffff,2026-03-07 15:40:28.943943,2,15.0,15.01,0.010000229
88a8100c3dfffff,2026-03-25 14:10:28.943943,2,15.0,15.0,0.0
88a8100c3dfffff,2026-03-25 15:10:28.943943,2,15.0,15.0,0.0
88a8100c3dfffff,2026-03-28 14:40:28.943943,2,15.0,15.0,0.0
88a8100c3dfffff,2026-04-04 14:10:28.943943,2,15.0,15.0,0.0
88a8100c3dfffff,2026-01-03 19:40:28.943943,3,15.0,15.0,0.0
88a8100c3dfffff,2026-01-06 23:10:28.943943,3,60.0,59.89,0.11000061
88a8100c3dfffff,2026-01-10 19:10:28.943943,3,15.0,14.99,0.010000229
88a8100c3dfffff,2026-01-12 22:10:28.943943,3,15.0,15.0,0.0
88a8100c3dfffff,2026-01-15 23:40:28.943943,3,15.0,14.99,0.010000229
88a8100c3dfffff,2026-01-25 22:10:28.943943,3,15.0,15.0,0.0
88a8100c3dfffff,2026-01-26 20:40:28.943943,3,15.0,15.0,0.0
88a8100c3dfffff,2026-02-07 20:10:28.943943,3,60.0,60.16,0.15999985
88a8100c3dfffff,2026-02-16 22:10:28.943943,3,15.0,15.01,0.010000229
88a8100c3dfffff,2026-02-17 19:10:28.943943,3,15.0,14.99,0.010000229
88a8100c3dfffff,2026-02-21 21:10:28.943943,3,60.0,60.59,0.59000015
88a8100c3dfffff,2026-03-21 23:10:28.943943,3,60.0,60.31,0.31000137
88a8100c3dfffff,2026-03-21 23:40:28.943943,3,60.0,57.28,2.7200012
88a8100c3dfffff,2026-03-22 22:40:28.943943,3,15.0,14.99,0.010000229
88a8100c3dfffff,2026-04-03 19:40:28.943943,3,15.0,15.0,0.0
88a8100c41fffff,2026-01-13 04:10:28.943943,0,15.0,15.01,0.010000229
88a8100c41fffff,2026-01-28 06:10:28.943943,0,15.0,15.01,0.010000229
88a8100c41fffff,2026-02-17 03:40:28.943943,0,15.0,15.01,0.010000229
88a8100c41fffff,2026-02-24 02:40:28.943943,0,15.0,15.02,0.020000458
88a8100c41fffff,2026-02-27 04:10:28.943943,0,15.0,15.01,0.010000229
88a8100c41fffff,2026-03-01 06:10:28.943943,0,15.0,15.01,0.010000229
88a8100c41fffff,2026-03-09 04:10:28.943943,0,15.0,15.0,0.0
88a8100c41fffff,2026-03-13 02:10:28.943943,0,15.0,15.0,0.0
88a8100c41fffff,2026-03-21 03:10:28.943943,0,60.0,55.29,4.709999
88a8100c41fffff,2026-03-31 01:40:28.943943,0,15.0,15.01,0.010000229
88a8100c41fffff,2026-02-03 12:10:28.943943,1,15.0,15.0,0.0
88a8100c41fffff,2026-02-12 08:10:28.943943,1,15.0,14.99,0.010000229
88a8100c41fffff,2026-02-14 10:10:28.943943,1,15.0,14.99,0.010000229
88a8100c41fffff,2026-03-26 10:10:28.943943,1,15.0,14.99,0.010000229
88a8100c41fffff,2025-12-31 14:40:28.943943,2,15.0,15.0,0.0
88a8100c41fffff,2026-02-10 13:10:28.943943,2,15.0,15.0,0.0
88a8100c41fffff,2026-02-13 17:40:28.943943,2,15.0,14.99,0.010000229
88a8100c41fffff,2026-02-22 14:10:28.943943,2,15.0,14.99,0.010000229
88a8100c41fffff,2026-02-25 17:40:28.943943,2,15.0,15.0,0.0
88a8100c41fffff,2026-03-11 15:10:28.943943,2,15.0,15.0,0.0
88a8100c41fffff,2026-03-23 13:40:28.943943,2,15.0,15.01,0.010000229
88a8100c41fffff,2026-01-09 21:40:28.943943,3,15.0,14.99,0.010000229
88a8100c41fffff,2026-01-27 21:10:28.943943,3,15.0,15.01,0.010000229
88a8100c41fffff,2026-02-25 20:40:28.943943,3,15.0,15.0,0.0
88a8100c43fffff,2025-12-24 06:10:28.943943,0,15.0,15.01,0.010000229
88a8100c43fffff,2026-01-19 06:40:28.943943,0,15.0,15.0,0.0
88a8100c43fffff,2026-01-23 05:10:28.943943,0,15.0,15.0,0.0
88a8100c43fffff,2026-02-03 00:40:28.943943,0,15.0,15.0,0.0
88a8100c43fffff,2026-03-19 00:10:28.943943,0,15.0,15.0,0.0
88a8100c43fffff,2026-03-31 04:10:28.943943,0,15.0,15.01,0.010000229
88a8100c43fffff,2026-04-01 05:40:28.943943,0,15.0,15.0,0.0
88a8100c43fffff,2026-04-03 06:40:28.943943,0,15.0,15.0,0.0
88a8100c43fffff,2026-01-30 08:10:28.943943,1,15.0,15.0,0.0
88a8100c43fffff,2026-03-04 07:10:28.943943,1,15.0,15.0,0.0
88a8100c43fffff,2026-03-20 11:10:28.943943,1,15.0,15.03,0.029999733
88a8100c43fffff,2026-03-27 09:40:28.943943,1,15.0,15.0,0.0
88a8100c43fffff,2025-12-30 18:40:28.943943,2,15.0,15.01,0.010000229
88a8100c43fffff,2026-01-05 14:40:28.943943,2,15.0,14.86,0.14000034
88a8100c43fffff,2026-01-11 14:10:28.943943,2,15.0,14.99,0.010000229
88a8100c43fffff,2026-01-15 13:40:28.943943,2,15.0,15.0,0.0
88a8100c43fffff,2026-01-16 15:40:28.943943,2,15.0,15.0,0.0
88a8100c43fffff,2026-01-23 17:40:28.943943,2,15.0,15.0,0.0
88a8100c43fffff,2026-01-25 15:40:28.943943,2,15.0,14.99,0.010000229
88a8100c43fffff,2026-01-31 18:40:28.943943,2,15.0,15.0,0.0
88a8100c43fffff,2026-02-25 16:40:28.943943,2,15.0,15.01,0.010000229
88a8100c43fffff,2026-03-15 16:40:28.943943,2,15.0,15.0,0.0
88a8100c43fffff,2026-03-23 15:40:28.943943,2,15.0,15.0,0.0
88a8100c43fffff,2026-03-27 14:10:28.943943,2,15.0,15.0,0.0
88a8100c43fffff,2025-12-30 22:40:28.943943,3,15.0,15.02,0.020000458
88a8100c43fffff,2026-01-11 20:10:28.943943,3,15.0,15.0,0.0
88a8100c43fffff,2026-01-13 22:10:28.943943,3,15.0,15.01,0.010000229
88a8100c43fffff,2026-02-05 21:40:28.943943,3,60.0,60.34,0.34000015
88a8100c43fffff,2026-02-23 20:10:28.943943,3,15.0,15.02,0.020000458
88a8100c43fffff,2026-03-08 22:10:28.943943,3,15.0,15.0,0.0
88a8100c43fffff,2026-03-15 21:10:28.943943,3,15.0,15.0,0.0
88a8100c43fffff,2026-03-23 22:10:28.943943,3,15.0,15.0,0.0
88a8100c45fffff,2025-12-25 06:10:28.943943,0,15.0,15.0,0.0
88a8100c45fffff,2026-01-03 03:40:28.943943,0,15.0,15.0,0.0
88a8100c45fffff,2026-01-17 05:40:28.943943,0,15.0,15.0,0.0
88a8100c45fffff,2026-02-02 00:40:28.943943,0,15.0,15.0,0.0
88a8100c45fffff,2026-02-12 05:10:28.943943,0,15.0,15.0,0.0
88a8100c45fffff,2026-02-16 04:10:28.943943,0,15.0,15.0,0.0
88a8100c45fffff,2026-03-05 06:40:28.943943,0,15.0,23.31,8.309999
88a8100c45fffff,2026-03-08 02:40:28.943943,0,15.0,15.01,0.010000229
88a8100c45fffff,2026-03-22 06:10:28.943943,0,15.0,15.0,0.0
88a8100c45fffff,2026-03-23 01:10:28.943943,0,15.0,15.0,0.0
88a8100c45fffff,2026-03-27 04:10:28.943943,0,15.0,14.87,0.13000011
88a8100c45fffff,2026-03-29 05:10:28.943943,0,15.0,15.0,0.0
88a8100c45fffff,2026-04-03 02:10:28.943943,0,15.0,15.0,0.0
88a8100c45fffff,2025-12-29 09:40:28.943943,1,15.0,15.0,0.0
88a8100c45fffff,2026-01-13 12:10:28.943943,1,15.0,15.0,0.0
88a8100c45fffff,2026-02-09 10:40:28.943943,1,15.0,15.0,0.0
88a8100c45fffff,2026-02-13 07:10:28.943943,1,15.0,14.99,0.010000229
88a8100c45fffff,2026-02-13 08:40:28.943943,1,15.0,14.99,0.010000229
88a8100c45fffff,2026-02-17 09:40:28.943943,1,15.0,15.0,0.0
88a8100c45fffff,2026-03-22 12:10:28.943943,1,15.0,14.99,0.010000229
88a8100c45fffff,2025-12-30 18:10:28.943943,2,15.0,15.01,0.010000229
88a8100c45fffff,2026-01-28 17:10:28.943943,2,15.0,15.0,0.0
88a8100c45fffff,2026-02-16 18:40:28.943943,2,15.0,15.01,0.010000229
88a8100c45fffff,2026-03-06 16:10:28.943943,2,15.0,15.04,0.03999996
88a8100c45fffff,2026-03-18 17:10:28.943943,2,15.0,15.0,0.0
88a8100c45fffff,2026-03-19 16:40:28.943943,2,15.0,14.99,0.010000229
88a8100c45fffff,2026-02-18 22:10:28.943943,3,15.0,15.0,0.0
88a8100c45fffff,2026-03-16 23:10:28.943943,3,15.0,15.0,0.0
88a8100c45fffff,2026-03-27 21:10:28.943943,3,15.0,14.99,0.010000229
88a8100c47fffff,2025-12-24 04:10:28.943943,0,15.0,15.0,0.0
88a8100c47fffff,2025-12-30 04:40:28.943943,0,15.0,15.0,0.0
88a8100c47fffff,2026-01-16 04:10:28.943943,0,15.0,15.0,0.0
88a8100c47fffff,2026-01-18 01:10:28.943943,0,15.0,15.01,0.010000229
88a8100c47fffff,2026-01-20 02:40:28.943943,0,60.0,56.12,3.880001
88a8100c47fffff,2026-01-21 03:10:28.943943,0,60.0,47.34,12.66
88a8100c47fffff,2026-01-22 04:40:28.943943,0,15.0,15.0,0.0
88a8100c47fffff,2026-01-30 02:10:28.943943,0,15.0,15.0,0.0
88a8100c47fffff,2026-02-06 06:40:28.943943,0,15.0,53.13,38.13
88a8100c47fffff,2026-02-07 02:10:28.943943,0,60.0,56.3,3.7000008
88a8100c47fffff,2026-02-13 00:40:28.943943,0,15.0,15.0,0.0
88a8100c47fffff,2026-02-18 03:40:28.943943,0,15.0,15.01,0.010000229
88a8100c47fffff,2026-02-26 03:10:28.943943,0,15.0,15.0,0.0
88a8100c47fffff,2026-03-03 01:10:28.943943,0,15.0,15.0,0.0
88a8100c47fffff,2026-03-08 06:10:28.943943,0,15.0,15.0,0.0
88a8100c47fffff,2026-03-19 04:10:28.943943,0,15.0,15.0,0.0
88a8100c47fffff,2026-03-20 05:40:28.943943,0,60.0,51.58,8.419998
88a8100c47fffff,2026-04-01 02:40:28.943943,0,15.0,15.01,0.010000229
88a8100c47fffff,2025-12-26 11:40:28.943943,1,15.0,15.0,0.0
88a8100c47fffff,2026-01-26 11:40:28.943943,1,15.0,15.0,0.0
88a8100c47fffff,2026-02-11 12:40:28.943943,1,15.0,15.01,0.010000229
88a8100c47fffff,2026-03-08 12:10:28.943943,1,15.0,15.0,0.0
88a8100c47fffff,2026-03-15 10:40:28.943943,1,15.0,15.02,0.020000458
88a8100c47fffff,2026-03-18 11:40:28.943943,1,15.0,15.0,0.0
88a8100c47fffff,2026-03-31 11:10:28.943943,1,15.0,15.0,0.0
88a8100c47fffff,2026-04-06 09:10:28.943943,1,15.0,15.17,0.17000008
88a8100c47fffff,2026-01-09 13:40:28.943943,2,15.0,15.0,0.0
88a8100c47fffff,2026-01-11 18:40:28.943943,2,15.0,14.99,0.010000229
88a8100c47fffff,2026-01-22 18:40:28.943943,2,15.0,15.0,0.0
88a8100c47fffff,2026-01-28 18:40:28.943943,2,15.0,15.0,0.0
88a8100c47fffff,2026-02-13 16:40:28.943943,2,15.0,14.99,0.010000229
88a8100c47fffff,2026-02-24 16:40:28.943943,2,15.0,15.01,0.010000229
88a8100c47fffff,2026-03-10 15:10:28.943943,2,15.0,15.0,0.0
88a8100c47fffff,2026-04-05 15:40:28.943943,2,15.0,15.17,0.17000008
88a8100c47fffff,2025-12-28 19:10:28.943943,3,15.0,14.99,0.010000229
88a8100c47fffff,2026-01-04 20:40:28.943943,3,15.0,14.99,0.010000229
88a8100c47fffff,2026-01-29 21:10:28.943943,3,15.0,15.0,0.0
88a8100c47fffff,2026-02-14 20:40:28.943943,3,15.0,15.0,0.0
88a8100c47fffff,2026-02-18 23:10:28.943943,3,15.0,15.0,0.0
88a8100c47fffff,2026-03-05 21:40:28.943943,3,60.0,59.97,0.02999878
88a8100c47fffff,2026-03-12 20:40:28.943943,3,15.0,15.0,0.0
88a8100c47fffff,2026-04-02 19:10:28.943943,3,15.0,15.01,0.010000229
88a8100c49fffff,2026-01-10 05:10:28.943943,0,15.0,15.0,0.0
88a8100c49fffff,2026-03-20 06:10:28.943943,0,15.0,18.7,3.7000008
88a8100c49fffff,2026-04-05 02:40:28.943943,0,60.0,58.58,1.4199982
